period,rgdp,ngdp,ii,ll,c,w,ae,te,y0,va0,lp0,i0,c0,k0,l0,py0,ae0,te0,y1,va1,lp1,i1,c1,k1,l1,py1,ae1,te1,y2,va2,lp2,i2,c2,k2,l2,py2,ae2,te2,y3,va3,lp3,i3,c3,k3,l3,py3,ae3,te3,rer0,ex0,im0,nx0,rex0,rim0,taus0-0,exs0-0,ims0-0,nxs0-0,rexs0-0,rims0-0,exsm0-0,exsf0-0,imsm0-0,imsf0-0,aes0-0,tes0-0,taus1-0,exs1-0,ims1-0,nxs1-0,rexs1-0,rims1-0,exsm1-0,exsf1-0,imsm1-0,imsf1-0,aes1-0,tes1-0,taus2-0,exs2-0,ims2-0,nxs2-0,rexs2-0,rims2-0,exsm2-0,exsf2-0,imsm2-0,imsf2-0,aes2-0,tes2-0,rer2,ex2,im2,nx2,rex2,rim2,taus0-2,exs0-2,ims0-2,nxs0-2,rexs0-2,rims0-2,exsm0-2,exsf0-2,imsm0-2,imsf0-2,aes0-2,tes0-2,taus1-2,exs1-2,ims1-2,nxs1-2,rexs1-2,rims1-2,exsm1-2,exsf1-2,imsm1-2,imsf1-2,aes1-2,tes1-2,taus2-2,exs2-2,ims2-2,nxs2-2,rexs2-2,rims2-2,exsm2-2,exsf2-2,imsm2-2,imsf2-2,aes2-2,tes2-2
0,68.0409001423617923,63.3670242861858810,29.8703449006155850,44.6282974089591278,36.2530455665870406,0.9813931508054139,0.7838215766308148,0.8239824987313904,39.4562360409859423,39.4562360409859423,5.8439970337788631,4.5532418307111309,0.7325183866965916,73.5476426661593337,6.7515838582608980,0.9307010880887209,1.1599863381814333,1.1000789460301446,56.5026020394253550,56.5026020394253550,5.3910630363231968,6.9944255972168801,9.9868193449404927,114.9107889948914050,10.4807904598275954,0.9225404412862053,0.4081785184976711,0.6971939077804239,62.2849956088894530,62.2849956088894530,2.5783003159900093,16.1496437022616419,25.5337078349499578,266.2114963023663563,24.1573858648709887,0.9365783184894545,0.0000000000000000,0.0000000000000000,17.4290449483896666,17.4290449483896666,5.3817645844752589,2.1730337704259326,0.0000000000000000,34.9549698468109611,3.2385372259996505,0.9366681722689797,0.0000000000000000,0.0000000000000000,1.1251324769220081,1.8152709522568238,0.7458148986319177,1.0694560536249060,1.9603243344948811,0.7541728365534239,0.2500000000000000,0.2516223204514741,0.0990241103219682,0.1525982101295059,0.2703578234427590,0.1005701113926817,0.1999068747298571,0.0517154457216170,0.0943483291875024,0.0046757811344658,0.7970840982583313,1.1000789460301446,0.2500000000000000,1.2576680642826950,0.2359202325729901,1.0217478317097048,1.3632660510028751,0.2392527239668870,0.4313842264140200,0.8262838378686750,0.1543389356013199,0.0815812969716702,0.4503696025559991,0.6971939077804239,0.0000000000000000,0.3059805675226549,0.4108705557369594,-0.1048899882143045,0.3267004600492470,0.4143500011938553,0.1319045104203705,0.1740760571022844,0.2204599160249074,0.1904106397120520,0.0000000000000000,0.0000000000000000,1.0127437723847337,9.2065917884170947,8.6233463945622564,0.5832453938548383,9.9337560742235613,9.2310329546354382,0.0000000000000000,1.8716678072705100,3.2278470652168711,-1.3561792579463612,2.0110299979493411,3.4524027420436676,1.5437168945920388,0.3279509126784712,3.1712273458452240,0.0566197193716470,1.1731248742410345,0.0000000000000000,0.0000000000000000,5.6076784126603485,3.0727545557530060,2.5349238569073425,6.0785177122881766,3.3033266151030287,2.5341368275801845,3.0735415850801644,2.1231418866636491,0.9496126690893568,0.4047093253300461,0.0000000000000000,0.0000000000000000,1.7272455684862362,2.3227447735923796,-0.5954992051061434,1.8442083639860432,2.4753035974887405,0.9809958189793021,0.7462497495069342,1.4482297087547982,0.8745150648375812,0.0000000000000000,0.0000000000000000
1,67.5408368833540607,62.9717828655102352,29.4604254951163362,44.1068193854534059,36.1283770597767528,0.9699256517011055,1.0457432364531549,1.3442922500000480,39.2469560106088480,-28.4110876747273302,1.5268208992491310,4.4866613657614804,0.7363523831123756,73.6869706133073379,6.6907775089147821,0.9320482773252678,1.4147380682181618,1.9183040574995682,56.0832343213222373,-41.6271902813272021,1.5310488079992932,6.8953703453012762,10.0118478867353016,115.0102231505597103,10.3579832989547906,0.9283353525544150,0.6772601641202883,1.0806954200729644,61.7762128722945931,-68.0961216343361713,1.5341602505410019,15.9418356524926548,25.3801767899290738,266.3879822869484428,23.8456847533266263,0.9362459582152218,0.0000000000000000,0.0000000000000000,17.3484464456022742,-7.7088321618255069,1.5216932034267949,2.1365581315609243,0.0000000000000000,35.0300604907903192,3.2123738242572033,0.9349304175737738,0.0000000000000000,0.0000000000000000,1.0967444780325613,1.7537682330872264,0.6998553620259410,1.0539128710612853,1.8853314287400857,0.7044810216959643,0.2500000000000000,0.2302925907859094,0.0824986302877901,0.1477939604981193,0.2470822557033079,0.0831055363062740,0.1846448733097326,0.0456477174761769,0.0788794203028330,0.0036192099849571,1.4283288259572604,1.9183040574995682,0.2500000000000000,1.2120860080415448,0.2165708732287986,0.9955151348127462,1.3056553374880737,0.2176704657149560,0.4216103397394309,0.7904756683021138,0.1439483942193152,0.0726224790094834,0.7480889409193320,1.0806954200729644,0.0000000000000000,0.3113896342597724,0.4007858585093523,-0.0893962242495799,0.3325938355487041,0.4037050196747343,0.1334086151403129,0.1779810191194596,0.2162256987566615,0.1845601597526908,0.0000000000000000,0.0000000000000000,1.0113787860628425,9.2210264232468333,8.5769658814090359,0.6440605418377974,9.9091677604348671,9.1417177204826281,0.0000000000000000,1.8777724630023187,3.2090321837512552,-1.3312597207489365,2.0146729613524199,3.4181910997635470,1.5479606433817013,0.3298118196206175,3.1529409478026587,0.0560912359485968,1.4142460275499360,0.0000000000000000,0.0000000000000000,5.6253152589255704,3.0639033593357672,2.5614118995898032,6.0595723769938390,3.2726455806630748,2.5399169683595240,3.0853982905660464,2.1181176557705861,0.9457857035651811,0.6714362154347607,0.0000000000000000,0.0000000000000000,1.7179387013189440,2.3040303383220144,-0.5860916370030704,1.8349224220886073,2.4508810400560064,0.9757494705552192,0.7421892307637248,1.4388599209320008,0.8651704173900138,0.0000000000000000,0.0000000000000000
2,67.2327558014458191,62.7911163723649821,29.1860420790223927,43.8006974349907310,36.0627833719521362,0.9631939141503257,1.2904425495051339,1.7374638967237390,39.1008386599624345,39.1008386599624345,5.8798573314308804,4.4417361948388772,0.7380128086463181,73.7521829382266390,6.6499638436715491,0.9340472067052057,1.7279308225441099,2.5971090231671483,55.8102760257535095,55.8102760257535095,5.4281200869756319,6.8289018635301746,10.0181555210370803,115.0049791503970624,10.2816951599258264,0.9322848037438554,0.8535610295448057,1.3426989681417798,61.4954959053032866,61.4954959053032866,2.5967277034251186,15.8030887932071504,25.3066150422687350,266.3465131790409259,23.6819192956542572,0.9369313481603959,0.0000000000000000,0.0000000000000000,17.2641182156996180,17.2641182156996180,5.4168411911894214,2.1123152274461878,0.0000000000000000,35.0646781821792857,3.1871191357391058,0.9354545987136831,0.0000000000000000,0.0000000000000000,1.0818898514376909,1.7102016142525331,0.6694700487681606,1.0407315654843725,1.8323067168007601,0.6723203480962434,0.2500000000000000,0.2143256640471409,0.0709028576926276,0.1434228063545133,0.2294591349436840,0.0710773117857808,0.1734058266472766,0.0409198373998643,0.0680241698126464,0.0028786878799812,1.9457634415352987,2.5971090231671483,0.2500000000000000,1.1802064160481902,0.2042722067258342,0.9759342093223561,1.2659290501236693,0.2043343353312856,0.4155719868140655,0.7646344292341248,0.1376060730117195,0.0666661337141147,0.9504892034708937,1.3426989681417798,0.0000000000000000,0.3156695341572020,0.3942949843496989,-0.0786254501924969,0.3369185317334069,0.3969087009791770,0.1345779378546197,0.1810915963025823,0.2134964293514412,0.1807985549982577,0.0000000000000000,0.0000000000000000,1.0103750867723498,9.2420818388054951,8.5481876987534253,0.6938941400520697,9.9004232226659052,9.0799947816411031,0.0000000000000000,1.8865963859316639,3.1947144024558782,-1.3081180165242143,2.0198083912552098,3.3919008579488334,1.5543232456460250,0.3322731402856389,3.1390313509560350,0.0556830514998434,1.7200443963810210,0.0000000000000000,0.0000000000000000,5.6399281485629924,3.0584467507612390,2.5814813978017535,6.0495764018830434,3.2524288840048969,2.5447127250933743,3.0952154234696176,2.1153458491330555,0.9431009016281837,0.8455910385801296,0.0000000000000000,0.0000000000000000,1.7155573043108370,2.2950265455363068,-0.5794692412254698,1.8310384295276521,2.4356650396873740,0.9740721015774565,0.7414852027333806,1.4340849018234934,0.8609416437128137,0.0000000000000000,0.0000000000000000
3,67.0352238782854073,62.6972144053257665,29.0016476503410026,43.6178175604016474,36.0246626590130745,0.9591723164922905,1.5289616561019026,2.0335965744075746,38.9985423414472692,38.9985423414472692,5.8885113494944017,4.4111644002035115,0.7385255814063264,73.7687732298090850,6.6228185744765105,0.9359580717139243,2.0703910031400330,3.1525161466573071,55.6242864890268152,55.6242864890268152,5.4357676606706509,6.7842036326056254,10.0157195650755551,114.9334040568427184,10.2330139846639501,0.9349700981722252,0.9882832181587830,1.5197680288359845,61.3334474806825867,61.3334474806825867,2.5994151220057962,15.7102467031084103,25.2704175125311963,266.1683343225212752,23.5950952818015587,0.9374675134358431,0.0000000000000000,0.0000000000000000,17.1931913412669566,17.1931913412669566,5.4290464349357341,2.0960329144234557,0.0000000000000000,35.0731046192560996,3.1668897194596344,0.9366049634625488,0.0000000000000000,0.0000000000000000,1.0738998401129014,1.6783579211302737,0.6489933358821415,1.0293645852481323,1.7939562048950721,0.6508961958904739,0.2500000000000000,0.2020157503111888,0.0626381940238700,0.1393775562873188,0.2158384615896928,0.0625975771310617,0.1648584104248650,0.0371573398863238,0.0602888545681251,0.0023493394557449,2.3712125540221649,3.1525161466573071,0.2500000000000000,1.1575475691838866,0.1963584140286679,0.9611891551552187,1.2380583843769748,0.1958531700768068,0.4117661139432206,0.7457814552406660,0.1337134198160956,0.0626449942125723,1.0883313789603353,1.5197680288359845,0.0000000000000000,0.3187946016351984,0.3899967278296036,-0.0712021261944052,0.3400593589284047,0.3924454486826054,0.1353812137392447,0.1834133878959537,0.2117175721381627,0.1782791556914409,0.0000000000000000,0.0000000000000000,1.0096686263753096,9.2611417131049247,8.5264064103075388,0.7347353027973860,9.8982544371500811,9.0365857614459077,0.0000000000000000,1.8953497982515750,3.1832878380461858,-1.2879380397946107,2.0250370775485855,3.3720543093162889,1.5606496844941351,0.3347001137574399,3.1279470102438842,0.0553408278023016,2.0595000403435302,0.0000000000000000,0.0000000000000000,5.6506628202606777,3.0541130087442383,2.5965498115164394,6.0436829277290993,3.2387262711723350,2.5481062733956938,3.1025565468649838,2.1132140382936275,0.9408989704506110,0.9800566839600796,0.0000000000000000,0.0000000000000000,1.7151290945926725,2.2890055635171151,-0.5738764689244427,1.8295344318723954,2.4258051809572838,0.9734121527057313,0.7417169418869410,1.4305840730578843,0.8584214904592308,0.0000000000000000,0.0000000000000000
4,66.9024801301421803,62.6457801643456165,28.8761701258786196,43.5067192797908149,35.9991136345033240,0.9567292232535184,1.7487237778223339,2.2575308807237233,38.9257286348251057,38.9257286348251057,5.8935808420317386,4.3900033472635140,0.7384623861946239,73.7537990774012968,6.6047670640598097,0.9375236705902924,2.4070202325473447,3.6035188043279818,55.4919236038647554,55.4919236038647554,5.4397240144182160,6.7538509696597187,10.0095639069983431,114.8211649185490302,10.2012387865231933,0.9368265472166379,1.0913403153423331,1.6394283519137789,61.2338362563266898,61.2338362563266898,2.6002933400978017,15.6474051084415215,25.2510873413103596,265.9074579847767836,23.5488186321407795,0.9379238754397655,0.0000000000000000,0.0000000000000000,17.1380862779063357,17.1380862779063357,5.4373915950031178,2.0849107005138667,0.0000000000000000,35.0647432828185686,3.1518947970670319,0.9377694167416102,0.0000000000000000,0.0000000000000000,1.0694679726088021,1.6546693215733297,0.6349188873270747,1.0197504342462551,1.7656957711663461,0.6362837501788714,0.2500000000000000,0.1923370410561441,0.0566412141484486,0.1356958269076956,0.2051543305941738,0.0564898175875029,0.1582169814206695,0.0341200596354747,0.0546777437142217,0.0019634704342269,2.7197161463016877,3.6035188043279818,0.2500000000000000,1.1412676838461624,0.1911847433063801,0.9500829405397823,1.2182273092462315,0.1903434324123442,0.4093425458574680,0.7319251379886943,0.1312984946533049,0.0598862486530752,1.1823763557884404,1.6394283519137789,0.0000000000000000,0.3210645966710234,0.3870929298722460,-0.0660283332012226,0.3423141313259410,0.3894505001790243,0.1359277914574025,0.1851368052136209,0.2105494985973454,0.1765434312749006,0.0000000000000000,0.0000000000000000,1.0091745550159967,9.2764486994271707,8.5096779006095211,0.7667707988176495,9.8983389746633073,9.0054503689704575,0.0000000000000000,1.9029346339360966,3.1741462373876583,-1.2712116034515617,2.0297456945678536,3.3571091887180913,1.5660816170627401,0.3368530168733566,3.1190975789600102,0.0550486584276482,2.3956993695528865,0.0000000000000000,0.0000000000000000,5.6580699928159088,3.0506718668099744,2.6073981260059345,6.0396132129542437,3.2291781828107862,2.5502930798389811,3.1077769129769277,2.1115486791215194,0.9391231876884548,1.0838548094215406,0.0000000000000000,0.0000000000000000,1.7154440726751652,2.2848597964118893,-0.5694157237367241,1.8289800671412091,2.4191629974415800,0.9731904827616925,0.7422535899134728,1.4280390190447423,0.8568207773671469,0.0000000000000000,0.0000000000000000
5,66.8082366117086792,62.6149268115355113,28.7890279122165111,43.4379842849225355,35.9791712259117631,0.9552177147017544,1.9418711743803505,2.4277593549276744,38.8723687011313217,38.8723687011313217,5.8962992789332933,4.3749933156796281,0.7381342900445088,73.7185069218010227,6.5926722613991480,0.9387273454310754,2.7163723836682019,3.9678844351572518,55.3937003830763075,55.3937003830763075,5.4413742625392523,6.7328917471434453,10.0021628367646152,114.6851008746516953,10.1800937980741804,0.9381400116743426,1.1684441218690627,1.7205054560781265,61.1672223169514311,61.1672223169514311,2.6002006521215146,15.6040061781833952,25.2388740991026417,265.5989838241994221,23.5240392956000690,0.9383326573293967,0.0000000000000000,0.0000000000000000,17.0964892634072356,17.0964892634072356,5.4426983133457920,2.0771366712100430,0.0000000000000000,35.0457281347297922,3.1411789298491368,0.9387578830887262,0.0000000000000000,0.0000000000000000,1.0669098869976168,1.6367931844915575,0.6250735516862546,1.0117196328053031,1.7445278900608803,0.6261182704968238,0.2500000000000000,0.1846286131209346,0.0522181974635015,0.1324104156574332,0.1966797004684581,0.0520081518565937,0.1529851563247820,0.0316434567961526,0.0505411312378974,0.0016770662256041,3.0037652045405840,3.9678844351572518,0.2500000000000000,1.1294628353628118,0.1877569618056857,0.9417058735571261,1.2039384540768134,0.1867041235368176,0.4077875275828302,0.7216753077799816,0.1297867245889294,0.0579702372167563,1.2466528371710162,1.7205054560781265,0.0000000000000000,0.3227017360078110,0.3850983924170673,-0.0623966564092563,0.3439097355156086,0.3874059951034124,0.1362948396477653,0.1864068963600456,0.2097755985375582,0.1753227938795091,0.0000000000000000,0.0000000000000000,1.0088238492912196,9.2879541191406751,8.4967030713170981,0.7912510478235770,9.8987435114795890,8.9825972368912623,0.0000000000000000,1.9091072146125376,3.1668199820356291,-1.2577127674230915,2.0337185487398917,3.3457688054601715,1.5704285040501922,0.3386787105623454,3.1120211829919939,0.0547987990436350,2.7059675954775799,0.0000000000000000,0.0000000000000000,5.6629030932578823,3.0479497346348383,2.6149533586230440,6.0363091039588355,3.2223244830540763,2.5515606270957147,3.1113424661621676,2.1102351642244552,0.9377145704103831,1.1620133522685667,0.0000000000000000,0.0000000000000000,1.7159438112702563,2.2819333546466316,-0.5659895433763753,1.8287158587808623,2.4145039483770159,0.9731274739447949,0.7428163373254614,1.4261917707517739,0.8557415838948575,0.0000000000000000,0.0000000000000000
6,66.7372076826406584,62.5938318153805611,28.7267892647185228,43.3944804985049615,35.9616669460075826,0.9542610499732522,2.1047130101955829,2.5578751662250094,38.8316953555730393,38.8316953555730393,5.8974935395925661,4.3640103239404233,0.7377042148130489,73.6702635165683546,6.5844405076289005,0.9396313092488926,2.9860366544728105,4.2611994567443539,55.3178242505188749,55.3178242505188749,5.4415760912566089,6.7180685035039120,9.9946711470140439,114.5361121331349921,10.1657724385040211,0.9390974253079932,1.2246116748747431,1.7756771740363675,61.1181072886126842,61.1181072886126842,2.5995943561836747,15.5731656853563010,25.2292915841804870,265.2653743636704462,23.5106323966393376,0.9387071226959635,0.0000000000000000,0.0000000000000000,17.0651438032831457,17.0651438032831457,5.4457979168583179,2.0715447519178873,0.0000000000000000,35.0200458232332110,3.1336351557327031,0.9395449009079844,0.0000000000000000,0.0000000000000000,1.0653531227108735,1.6231340011603879,0.6180784062149642,1.0050555949454236,1.7284333179798541,0.6189256254086778,0.2500000000000000,0.1784342485330150,0.0489098931067636,0.1295243554262514,0.1898981513032477,0.0486681903432849,0.1488259792116555,0.0296082693213595,0.0474489448321871,0.0014609482745765,3.2343082378542958,4.2611994567443539,0.2500000000000000,1.1208295771972023,0.1854596164219790,0.9353699607752233,1.1935178896157732,0.1842670081130142,0.4067825065253468,0.7140470706718556,0.1288322687338045,0.0566273476881746,1.2906852188947366,1.7756771740363675,0.0000000000000000,0.3238701754301706,0.3837088966862216,-0.0598387212560510,0.3450172770608330,0.3859904269523787,0.1365363795576032,0.1873337958725674,0.2092569732913229,0.1744519233948987,0.0000000000000000,0.0000000000000000,1.0085680916148225,9.2962048388885510,8.4865249364117421,0.8096799024768089,9.8986864986359162,8.9653745104387301,0.0000000000000000,1.9139664239692049,3.1609259320390963,-1.2469595080698914,2.0369334281753133,3.3370372276031461,1.5737696039727265,0.3401968199964784,3.1063402739225081,0.0545856581165882,2.9770482140831263,0.0000000000000000,0.0000000000000000,5.6658518089768259,3.0457907007973102,2.6200611081795158,6.0332950088949628,3.2172409675106461,2.5521746683346462,3.1136771406421797,2.1091822404105942,0.9366084603867162,1.2191787287300542,0.0000000000000000,0.0000000000000000,1.7163866059425201,2.2798083035753356,-0.5634216976328155,1.8284580615656394,2.4110963153249387,0.9730934356192240,0.7432931703232962,1.4248366762078641,0.8549716273674712,0.0000000000000000,0.0000000000000000
7,66.6804246435554830,62.5772404214863869,28.6807623168079644,43.3661135320966977,35.9452213217878409,0.9536372496456907,2.2373360031517522,2.6578572354208680,38.7992478133673586,38.7992478133673586,5.8977085603647526,4.3556797795082769,0.7372526718599692,73.6138854208647473,6.5786987295567148,0.9403105832401609,3.2115160555855371,4.4966925037225556,55.2569400419257306,55.2569400419257306,5.4408701236489403,6.7072557705450926,9.9875710106218687,114.3811753029041398,10.1559013147087320,0.9398203197460228,1.2645070423526428,1.8134300979480065,61.0783379608044470,61.0783379608044470,2.5987259592192076,15.5504402226795460,25.2203976393060074,264.9208269686262156,23.5031853759430476,0.9390545147243404,0.0000000000000000,0.0000000000000000,17.0411463006295669,17.0411463006295669,5.4473653949118042,2.0673865440750476,0.0000000000000000,34.9902866521794067,3.1283281118882007,0.9401601300792211,0.0000000000000000,0.0000000000000000,1.0643404078049210,1.6125763630722021,0.6130387159306036,0.9995376471415985,1.7160202833447900,0.6137606279553772,0.2500000000000000,0.1734230793615532,0.0464061008447346,0.1270169785168186,0.1844316999644573,0.0461471532442902,0.1454981425084170,0.0279249368531362,0.0451106886317300,0.0012954122130046,3.4208701993909045,4.4966925037225556,0.2500000000000000,1.1144612614229048,0.1839038075078308,0.9305574539150739,1.1858237558899312,0.1826150289550909,0.4061267042753240,0.7083345571475809,0.1282240226405218,0.0556797848673090,1.3209362126001158,1.8134300979480065,0.0000000000000000,0.3246920222877441,0.3827288075780381,-0.0580367852902940,0.3457648274904013,0.3849984457559961,0.1366904685876016,0.1880015537001425,0.2089041739188413,0.1738246336591968,0.0000000000000000,0.0000000000000000,1.0083753439167982,9.3018725311853867,8.4784303247387456,0.8234422064466411,9.8979266950243350,8.9520135547588850,0.0000000000000000,1.9177200095140221,3.1561524719314940,-1.2384324624174718,2.0394538184456708,3.3301836351478329,1.5762702391287611,0.3414497703852610,3.1017482728507706,0.0544041990807232,3.2039365846839618,0.0000000000000000,0.0000000000000000,5.6674648172679909,3.0440603873115371,2.6234044299564538,6.0303705912631980,3.2133334251493810,2.5523448288787036,3.1151199883892877,2.1083179454037655,0.9357424419077714,1.2598671119918432,0.0000000000000000,0.0000000000000000,1.7166877044033737,2.2782174654957146,-0.5615297610923409,1.8281022853154671,2.4084964944616725,0.9730359198890273,0.7436517845143465,1.4238224808423798,0.8543949846533350,0.0000000000000000,0.0000000000000000
8,66.6325840470292832,62.5626490332066254,28.6453508229667939,43.3468857847153686,35.9292762137028774,0.9532144242035165,2.3425219289230141,2.7350587544463387,38.7721340416721532,38.7721340416721532,5.8972996006384548,4.3491153342007429,0.7368157690372912,73.5525274671367839,6.5745572833834993,0.9408297887740191,3.3942690436170140,4.6853764637312079,55.2063417218973029,55.2063417218973029,5.4396018377119217,6.6990735791397782,9.9810142875214147,114.2247040959772022,10.1489674003637980,0.9403872742194341,1.2922334837274370,1.8394368198425410,61.0436481994442914,61.0436481994442914,2.5977340476624278,15.5329797602688000,25.2114461571441737,264.5742029441642558,23.4988059129357154,0.9393793936544360,0.0000000000000000,0.0000000000000000,17.0222624462314016,17.0222624462314016,5.4478994358716779,2.0641821493574741,0.0000000000000000,34.9581378204569901,3.1245551880323568,0.9406443127066388,0.0000000000000000,0.0000000000000000,1.0636296906567546,1.6043248001785049,0.6093620307404730,0.9949627694380319,1.7063120366113063,0.6100026566800592,0.2500000000000000,0.1693469651545939,0.0444927976490150,0.1248541675055788,0.1799974524353308,0.0442245077159928,0.1428222746424082,0.0265246905121856,0.0433258865843235,0.0011669110646915,3.5715629743128510,4.6853764637312079,0.2500000000000000,1.1097198216404758,0.1828396617253982,0.9268801599150776,1.1800668214716068,0.1814823428164133,0.4056923175266274,0.7040275041138485,0.1278318561736938,0.0550078055517044,1.3417869544104630,1.8394368198425413,0.0000000000000000,0.3252580133834350,0.3820295713660598,-0.0567715579826248,0.3462477627043687,0.3842958061476530,0.1367838379943128,0.1884741753891221,0.2086593764476733,0.1733701949183865,0.0000000000000000,0.0000000000000000,1.0082250607356484,9.3055684040429121,8.4718861244366703,0.8336822796062417,9.8964621813176947,8.9413303212763076,0.0000000000000000,1.9205851841977335,3.1522499608431933,-1.2316647766454598,2.0413736970429248,3.3246848036672203,1.5781029254169709,0.3424822587807625,3.0980002496751560,0.0542497111680374,3.3878502827350498,0.0000000000000000,0.0000000000000000,5.6681491009926299,3.0426485152572482,2.6255005857353817,6.0274625746051926,3.2102156560651411,2.5522233136619827,3.1159257873306472,2.1075871251835667,0.9350613900736813,1.2881589128610424,0.0000000000000000,0.0000000000000000,1.7168341188525464,2.2769876483362292,-0.5601535294836828,1.8276259096695791,2.4064298615439483,0.9729393195831524,0.7438947992693939,1.4230418637636804,0.8539457845725491,0.0000000000000000,0.0000000000000000
9,66.5905260402209080,62.5488941865510881,28.6169615267307123,43.3332099789227243,35.9136351482062537,0.9529136880581590,2.4244218777159494,2.7949314122525970,38.7485027432141749,38.7485027432141749,5.8964967345354706,4.3437461682257359,0.7364067281601454,73.4882665372080339,6.5714447896267352,0.9412379331885752,3.5392307144157749,4.8363084309907247,55.1629544368586835,55.1629544368586835,5.4379942416217935,6.6926285603741666,9.9750015076644178,114.0694511007628762,10.1439891227996650,0.9408489475913228,1.3111591709022414,1.8574933599424610,61.0118274852209339,61.0118274852209339,2.5966947353517207,15.5189631946719544,25.2022269123816898,264.2309486826990792,23.4959568618515036,0.9396847879813954,0.0000000000000000,0.0000000000000000,17.0068917990306758,17.0068917990306758,5.4477503930166291,2.0616236034588562,0.0000000000000000,34.9247037676862178,3.1218192046448197,0.9410336716797650,0.0000000000000000,0.0000000000000000,1.0630915785940103,1.5978034502090495,0.6066488393375018,0.9911546108715477,1.6986130124535339,0.6072357816382444,0.2500000000000000,0.1660156326117203,0.0430192560424685,0.1229963765692519,0.1763800913222007,0.0427460557608616,0.1406616906327678,0.0253539419789525,0.0419532884279656,0.0010659676145029,3.6931615447591528,4.8363084309907247,0.2500000000000000,1.1061523838709741,0.1821044462312223,0.9240479376397518,1.1756960420722651,0.1806966989369183,0.4053976036333897,0.7007547802375845,0.1275750138715935,0.0545294323596289,1.3562080734287802,1.8574933599424608,0.0000000000000000,0.3256354337263547,0.3815251370638110,-0.0558897033374562,0.3465368790590679,0.3837930269404646,0.1368351807951599,0.1888002529311948,0.2084850765676611,0.1730400604961498,0.0000000000000000,0.0000000000000000,1.0081040921489557,9.3077891909882187,8.4664950858964776,0.8412941050917411,9.8943848161484134,8.9325286092899070,0.0000000000000000,1.9227521592391641,3.1490219341160932,-1.2262697748769291,2.0427907667571068,3.3201708743636087,1.5794182249273223,0.3433339343118418,3.0949040195792819,0.0541179145368115,3.5336577927232020,0.0000000000000000,0.0000000000000000,5.6681950450600720,3.0414684372419352,2.6267266078181368,6.0245537390154684,3.2076347605612847,2.5519151819989334,3.1162798630611390,2.1069488667464258,0.9345195704955092,1.3074549914922500,0.0000000000000000,0.0000000000000000,1.7168419866889808,2.2760047145384497,-0.5591627278494689,1.8270403103758364,2.4047229743650136,0.9728040518196642,0.7440379348693165,1.4224201576953541,0.8535845568430956,0.0000000000000000,0.0000000000000000
